"V1" "V2" "V4" "V5" "V7" "V8" "V10" "V11" "V13" "V14" "V15" "V17" "V18" "V20" "V21" "V23"
"1" -0.000406639250890745 -0.000547153048721102 -0.000733992537164061 -0.000696646427687011 -0.000554609110463953 -0.000604891055701115 -0.000500574251011664 -4.6257328049945e-05 -0.000945769017624571 -0.000663544367881992 -0.000572165449471901 -0.00057476797741701 -0.000781687541912306 -0.000843686360979934 -0.000905062939317366 -0.000797052033978749
"2" -0.000373461234664628 -0.000491224425651238 -0.000689425009479635 -0.000665328410487204 -0.000544912227700554 -0.000576116213254627 -0.000471468720420531 -4.7628724775574e-05 -0.000990925635928922 -0.000674153516249942 -0.000582948680267211 -0.000598998481726268 -0.000802364621788542 -0.000887203381230036 -0.000918054702987945 -0.00080167071886575
"3" -0.000339731257444597 -0.000435857763777819 -0.0006457162734484 -0.000633616376298617 -0.000536484897659896 -0.000547263722728093 -0.00044187648286985 -4.84788642940289e-05 -0.00103390138248589 -0.00068339765165298 -0.000593119356133336 -0.000622050910992814 -0.000820963057482518 -0.000928779818818919 -0.0009301013014507 -0.000804903868998122
"4" -0.000305787301465834 -0.000381597207125886 -0.000603369844398874 -0.000601902178070149 -0.000529521261174807 -0.000518653069566065 -0.000412146343326389 -4.88292274858804e-05 -0.00107451106208798 -0.000691330614126723 -0.000602687512046025 -0.000643760316690689 -0.000837438178065802 -0.000968303700417725 -0.000941285846858797 -0.000806879185391346
"5" -0.000271957859633999 -0.000328964127393926 -0.000562852001368828 -0.000570557648267565 -0.000524192256877434 -0.000490584153666256 -0.000382619770754419 -4.87192775598536e-05 -0.00111259814530704 -0.000698014400953854 -0.000611663053219874 -0.00066398389233151 -0.000851769428151674 -0.00100568999675559 -0.000951685971530752 -0.000807727045988718
"6" -0.000238537244823131 -0.000278440425337868 -0.000524589079705804 -0.000539931335214219 -0.000520637157088952 -0.000463333660814386 -0.000353595158776293 -4.81653229571891e-05 -0.00114797905802288 -0.000703495303576044 -0.000620044030677984 -0.000682572186104332 -0.000863911696527037 -0.00104081807324866 -0.000961348117999088 -0.000807555871231427
"7" -0.000205813067537106 -0.000230476804830949 -0.000488971904532948 -0.000510352829387004 -0.000518968984415353 -0.000437157017679286 -0.000325366876529493 -4.72092045728434e-05 -0.00118051809577415 -0.000707839135546752 -0.000627834278599497 -0.000699407121975529 -0.00087385134988154 -0.00107361027017195 -0.000970331556722885 -0.000806480322825363
"8" -0.000174056268270746 -0.000185489242829516 -0.000456358722356623 -0.000482134513438836 -0.00051926650352436 -0.000412290748788929 -0.00029820719206763 -4.5879949036698e-05 -0.00121006732430097 -0.000711100419456463 -0.000635028146491831 -0.000714370449240271 -0.000881564586519608 -0.00110397022837153 -0.000978666619717377 -0.00080460171519789
"9" -0.000143506364029959 -0.000143853523535356 -0.000427049527792877 -0.000455555408316062 -0.000521577208742808 -0.000388944117980646 -0.00027235853003293 -4.42091392515218e-05 -0.00123650171791759 -0.000713339230994871 -0.000641623616369174 -0.00072736635377324 -0.000887043922075558 -0.00113182081513546 -0.000986386362561252 -0.000802016544479868
"10" -0.000114413782143919 -0.000105922326109717 -0.000401330816679603 -0.000430888004427469 -0.000525934111641344 -0.000367319908013556 -0.000248069158484723 -4.22400327859118e-05 -0.00125970873192378 -0.000714625391164034 -0.000647615560785524 -0.000738306316817687 -0.000890297431722945 -0.00115708850913397 -0.000993524428258649 -0.000798828773510515
"11" -8.69877762248842e-05 -7.19962127983946e-05 -0.000379431253056636 -0.000408369872871503 -0.000532327148994061 -0.000347589620201278 -0.000225550744811919 -4.00044990197587e-05 -0.00127958440736937 -0.000715017057867153 -0.000652997664976696 -0.000747116343743519 -0.000891332902243717 -0.00117970660865161 -0.00100009163386186 -0.000795127280252269
"12" -6.14489960604379e-05 -4.23598588989029e-05 -0.000361552563832997 -0.000388235648046095 -0.000540730590562817 -0.00032992251742987 -0.00020502227284096 -3.75472314516383e-05 -0.00129604480411577 -0.000714594231628916 -0.000657769472616586 -0.000753737172296087 -0.000890187377592359 -0.00119962829254467 -0.0010061230573749 -0.000791019828842063
"13" -3.79914416035077e-05 -1.72555788705304e-05 -0.000347861688914907 -0.000370686875756753 -0.000551087890666735 -0.00031446272713866 -0.000186679420773192 -3.49071117103153e-05 -0.00130900752551731 -0.000713418034833492 -0.000661917832218954 -0.000758113148798538 -0.000886893337557297 -0.00121679551593567 -0.00101162720780257 -0.000786595345219245
"14" -1.68076737910733e-05 3.1075963223456e-06 -0.000338490333141834 -0.00035591391215304 -0.000563321678750912 -0.000301347801953831 -0.000170715570792608 -3.21232141887104e-05 -0.00131841503668293 -0.000711572340460383 -0.000665448352908664 -0.00076021582174389 -0.000881523552051724 -0.00123118237233963 -0.00101663391222906 -0.000781970084457772
"15" 1.93153928056648e-06 1.85569893373059e-05 -0.000333522518945384 -0.000344078729252019 -0.000577323187680083 -0.000290690933991526 -0.000157305569066753 -2.92394286276607e-05 -0.00132422011494915 -0.000709126703154869 -0.000668353813441009 -0.000760014232951294 -0.000874142367793781 -0.00124275669052758 -0.00102115902515202 -0.000777240617446736
"16" 1.80554923589116e-05 2.89537372284521e-05 -0.000333019435876227 -0.000335331169095095 -0.000592972592928788 -0.000282601654636148 -0.00014662369459632 -2.62963078776676e-05 -0.00132637541453373 -0.00070615954070753 -0.000670625891155319 -0.000757492347458067 -0.000864839846109478 -0.00125149960525964 -0.00102522487911859 -0.00077251766644643
"17" 3.14108880626353e-05 3.41903231235364e-05 -0.000337005215549504 -0.000329794956256452 -0.00061011739103925 -0.000277171222878986 -0.000138832316953195 -2.3331515600451e-05 -0.00132485634279532 -0.000702749657135848 -0.000672267298648703 -0.000752651624519487 -0.000853724701865427 -0.00125740260699735 -0.00102885352325084 -0.000767915626874997
"18" 4.18534228300252e-05 3.42038081599255e-05 -0.000345465370168077 -0.000327572495616313 -0.000628590248730056 -0.000274476429720876 -0.000134080985078758 -2.03847614044198e-05 -0.001319649962591 -0.000698973252224503 -0.000673274267996785 -0.000745498554805675 -0.000840920982347788 -0.00126046578048287 -0.00103207018628731 -0.000763550050600706
"19" 4.92553679326299e-05 2.89640433982822e-05 -0.000358346348056267 -0.000328740028896279 -0.000648198466965268 -0.000274577790838473 -0.000132502202586546 -1.74900453703583e-05 -0.0013107484547591 -0.000694899593940002 -0.00067364084342403 -0.000736051697686874 -0.000826553290996241 -0.00126068584664112 -0.00103489534856646 -0.000759532949671139
"20" 5.35045734994677e-05 1.84904800590077e-05 -0.000375551200063453 -0.000333343278516756 -0.000668724657180415 -0.000277515735010515 -0.00013421804114438 -1.46822256127067e-05 -0.00129816053813283 -0.000690601551664807 -0.000673364498804699 -0.0007243462699745 -0.000810777076437924 -0.00125808571743925 -0.00103735015840074 -0.000755980077452847
"21" 5.45017192585218e-05 2.83251037576974e-06 -0.000396965276247047 -0.00034141190377637 -0.000689948582336645 -0.000283317154747917 -0.000139338668306223 -1.19897641462222e-05 -0.0012819168938275 -0.000686152902003324 -0.000672449272320024 -0.0007104315904256 -0.000793761441315563 -0.00125269425413991 -0.00103946581361657 -0.000753010947989562
"22" 5.21721354643124e-05 -1.78959438903069e-05 -0.000422408919228157 -0.000352928459419952 -0.000711612966204514 -0.000291981188255981 -0.000147946650723098 -9.4450266682654e-06 -0.00126206712190954 -0.000681619218792368 -0.000670893433094836 -0.000694372984586656 -0.000775685887893959 -0.00124455157036275 -0.0010412673239028 -0.000750741989641122
"23" 4.64492968701623e-05 -4.3546646189998e-05 -0.000451679281623219 -0.000367859125843125 -0.000733456805720158 -0.000303488122456676 -0.000160108763786736 -7.07464306949161e-06 -0.00123868158529406 -0.000677065796223466 -0.000668704508423475 -0.000676256717523113 -0.000756750324771534 -0.00123371611161107 -0.00104278267917706 -0.000749285242061538
"24" 3.73106605533483e-05 -7.39148144367869e-05 -0.000484519775600939 -0.000386116309933341 -0.000755193528638626 -0.000317787890972642 -0.000175857778700557 -4.89943717097634e-06 -0.00121185097006079 -0.000672553258198215 -0.000665892951263121 -0.000656181593087534 -0.00073716159978845 -0.00122025345857416 -0.0010440384301019 -0.000748748539155315
"25" 2.47405807222668e-05 -0.00010874007171483 -0.00052063967972601 -0.000407590656895231 -0.000776526820445756 -0.000334802630242008 -0.000195206794741972 -2.94463799542003e-06 -0.00118171534618973 -0.000668144139004054 -0.000662475320701266 -0.000634282195524052 -0.000717158931348983 -0.00120427045258847 -0.0010450720416038 -0.000749239308414203
"26" 8.76389356173189e-06 -0.000147710730500018 -0.000559697754754767 -0.000432124260458259 -0.00079714398052072 -0.000354425295839756 -0.000218128208287557 -1.22708107067032e-06 -0.00114842270821049 -0.000663893667396899 -0.000658469328671175 -0.000610700601630688 -0.000696970662626703 -0.00118586652234336 -0.001045910059805 -0.000750847416517866
"27" -1.05725429641293e-05 -0.000190453475961212 -0.000601310745633989 -0.000459520042449359 -0.000816726015870096 -0.000376509537157217 -0.000244565536555664 2.30527070185718e-07 -0.00111219739886785 -0.000659864250087031 -0.00065391421288445 -0.000585627980868818 -0.00067687178890131 -0.00116520501724385 -0.00104660041251076 -0.000753674156609215
"28" -3.31888339371764e-05 -0.000236533369607026 -0.000645059167437773 -0.000489536613052916 -0.000834937886560005 -0.000400879693604751 -0.00027441809880643 1.4075218353786e-06 -0.00107328445015003 -0.000656119151988165 -0.000648854610639599 -0.000559271580149035 -0.000657134865307619 -0.00114245505965074 -0.00104718747082272 -0.000757795913862582
"29" -5.89571377105228e-05 -0.000285457201053179 -0.000690465387993926 -0.000521886614788625 -0.000851440963426188 -0.000427314022256079 -0.000307543367294623 2.28380801477632e-06 -0.0010319759133788 -0.00065270857614008 -0.000643342681405593 -0.000531870397371419 -0.000638039775850645 -0.00111781740356458 -0.00104771171691678 -0.000763277159912325
"30" -8.7729408401279e-05 -0.000336670736201907 -0.000737016813916822 -0.000556238115501279 -0.000865890051008838 -0.00045555328874344 -0.000343753491386038 2.84234644037936e-06 -0.000988636111960724 -0.000649698466114174 -0.000637447064061445 -0.000503702675519502 -0.000619896223097033 -0.00109154111494532 -0.00104822853486117 -0.000770180852766788
"31" -0.000119305478552301 -0.00038955664051943 -0.000784160598497327 -0.000592212178833097 -0.000877936112669481 -0.000485293654634588 -0.000382804097275549 3.05987268204088e-06 -0.000943660920130945 -0.00064714691276757 -0.000631249895411227 -0.000475073626327965 -0.000603004964955762 -0.00106389049507465 -0.00104879171068529 -0.000778543671441173
"32" -0.000153452839590915 -0.000443443203727353 -0.000831301322061983 -0.000629386457972487 -0.000887234938649193 -0.000516191943776723 -0.000424413725398038 2.91771346871108e-06 -0.000897497448009131 -0.000645114269881229 -0.000624839771208039 -0.000446321057776559 -0.000587679561124257 -0.00103517134160813 -0.00104945493515885 -0.000788387493699525
"33" -0.000189890474242632 -0.000497602163331614 -0.00087780179079208 -0.000667287708649932 -0.000893434679731458 -0.000547859131508207 -0.000468236398599392 2.39167665285245e-06 -0.000850656028358836 -0.000643660576106343 -0.000618323190532486 -0.000417816122934806 -0.000574233275007547 -0.00100572520415865 -0.00105027596805489 -0.000799710990424016
"34" -0.000228301684276265 -0.000551251963839248 -0.000922995754133067 -0.000705406024144858 -0.000896200735282981 -0.000579864105352389 -0.00051387285352046 1.46023126736516e-06 -0.000803672305219732 -0.000642836823049464 -0.000611815049262602 -0.00038995014586576 -0.000562970975656136 -0.000975903395130706 -0.00105130159762678 -0.000812489651741133
"35" -0.000268322428657844 -0.000603560965265412 -0.000966187035087303 -0.000743184180174749 -0.000895195389436846 -0.000611735303587043 -0.000560872888543589 1.04849691212644e-07 -0.00075713553700729 -0.000642699011018058 -0.000605434382537132 -0.000363145670636226 -0.000554183823192378 -0.000946092574432667 -0.00105257992828365 -0.000826674983610166
"36" -0.000309555399360341 -0.000653674948225864 -0.00100666148044493 -0.000780041431738976 -0.000890107525476252 -0.000642966795448664 -0.000608737229488117 -1.69555713799333e-06 -0.000711641798948335 -0.000643287691912232 -0.000599305590790912 -0.000337833552317371 -0.000548145317394469 -0.000916687250924594 -0.0010541414665494 -0.000842183624509132
"37" -0.000351563375472344 -0.000700704342330288 -0.00104368749930517 -0.000815360628954447 -0.000880630844057211 -0.00067302040625389 -0.000656915868750022 -3.95564040639505e-06 -0.000667806621006229 -0.000644631795140352 -0.000593549722975657 -0.000314451634099243 -0.000545094911581109 -0.000888069558209923 -0.00105600132142437 -0.00085890359740719
"38" -0.000393873504204376 -0.000743735975313977 -0.00107651868224155 -0.00084849444365764 -0.000866482424297982 -0.000701325961767827 -0.00070481024526683 -6.68948757628466e-06 -0.000626260657712402 -0.000646753788209298 -0.000588289883960178 -0.000293455041850433 -0.000545251063613702 -0.000860650606350607 -0.00105816829925452 -0.00087668670133041
"39" -0.000435993570829695 -0.000781871154557563 -0.00110442796099175 -0.000878797434999336 -0.000847412924509672 -0.00072730555433164 -0.000751798843794227 -9.90474498402717e-06 -0.000587603806018168 -0.000649654865088134 -0.000583635149286619 -0.000275276204661214 -0.000548773471193309 -0.000834797269993684 -0.00106061295284344 -0.000895354792711119
"40" -0.000477408662007853 -0.000814213939162987 -0.00112669260403319 -0.000905614574966014 -0.000823194386845997 -0.00075036495053463 -0.000797224227753072 -1.36004896379065e-05 -0.00055240482385017 -0.00065331619293598 -0.000579680648014318 -0.000260330939276949 -0.000555779672911687 -0.000810851111689618 -0.00106328981160468 -0.000914690826320735
"41" -0.000517602049190963 -0.000839904285492151 -0.00114263217782159 -0.000928305392603777 -0.00079364630135632 -0.000769920749560309 -0.00084043180423994 -1.7779313958962e-05 -0.00052120688118932 -0.000657707162862112 -0.000576513385577529 -0.000249021704615143 -0.000566338265179674 -0.000789139186552795 -0.00106613492724377 -0.000934453361699434
"42" -0.000556042287445432 -0.000858129228714037 -0.00115159922490793 -0.000946245541451227 -0.000758616660980764 -0.000785400556195952 -0.000880747849406735 -2.24203401664152e-05 -0.000494466560183786 -0.000662758225716471 -0.000574186067799217 -0.000241696389167536 -0.000580448785044028 -0.000769916990071943 -0.00106903473831813 -0.000954364531051319
"43" -0.000592228478768465 -0.000868146113312394 -0.0011530153151475 -0.000958855309908685 -0.000718018139857354 -0.00079626391545104 -0.000917524213721626 -2.75051616995445e-05 -0.000472588773932051 -0.000668391478299719 -0.000572738266816305 -0.000238667908151824 -0.000598056511174645 -0.000753401167208624 -0.00107187244420222 -0.000974128284062051
"44" -0.000625688311514747 -0.000869311689550878 -0.00114638933690546 -0.000965617362332104 -0.000671820602736012 -0.000802026218191894 -0.000950166572710006 -3.30124500572082e-05 -0.000455894641857725 -0.000674512239862148 -0.000572186454381623 -0.000240196492764405 -0.000619057057530841 -0.000739752591847798 -0.00107450656649762 -0.000993440247799048
"45" -0.000655975718912808 -0.000861073515496753 -0.00113130358964281 -0.000966073062717734 -0.000620045107595617 -0.000802249638289885 -0.000978106583565173 -3.89092764478217e-05 -0.000444603520849184 -0.000680995281372268 -0.000572516794740876 -0.000246473532676588 -0.000643277320257067 -0.000729067427495693 -0.00107677547496299 -0.0010119796416635
"46" -0.000682720891113023 -0.000843027057924058 -0.00110747707671957 -0.000959862425300269 -0.000562788868848433 -0.000796584346949973 -0.00100087112000568 -4.51562370734408e-05 -0.000438843117046165 -0.000687709409950266 -0.000573696139165596 -0.000257622603696232 -0.000670503314798422 -0.000721372091196895 -0.00107850724122096 -0.00102943492192746
"47" -0.000705615352027038 -0.000814905073689452 -0.00107473712912752 -0.000946723529029696 -0.000500230885446061 -0.000784770050021236 -0.00101806971420035 -5.1717718080326e-05 -0.00043864464117298 -0.000694514587634933 -0.000575675017162706 -0.000273703272223293 -0.000700480251587469 -0.000716649318561775 -0.00107953724078421 -0.00104551448443771
"48" -0.000724423502568444 -0.000776584708678954 -0.00103305019832137 -0.000926496604500356 -0.000432606675396889 -0.000766638939171759 -0.00102940348472597 -5.85468667883428e-05 -0.000443945676526593 -0.000701259820497672 -0.000578379323862922 -0.000294693384759487 -0.000732907914823371 -0.000714814539730884 -0.00107969199056565 -0.00105993638346612
"49" -0.000739015061525247 -0.000728129256219604 -0.000982539273526628 -0.00089916462591196 -0.000360254020655883 -0.000742147167039609 -0.00103471820358399 -6.56113856842138e-05 -0.000454579665659156 -0.000707798466943491 -0.000581719124446749 -0.000320496972347954 -0.000767473310062066 -0.000715728690632099 -0.00107882477455267 -0.00107246493268326
"50" -0.000749333778169073 -0.000669765090639441 -0.000923456450962637 -0.000864818547322511 -0.000283566588396188 -0.000711355535984556 -0.00103395357742822 -7.28603326808312e-05 -0.000470276558774848 -0.000713978302520208 -0.000585586667237715 -0.000350929721118073 -0.00080381826082746 -0.000719190642392643 -0.00107678417807622 -0.00108288770538445
"51" -0.000755433919746329 -0.000601882371439793 -0.000856216475296109 -0.000823681569314269 -0.000203024360625125 -0.000674444146531306 -0.00102718991862639 -8.02617620485757e-05 -0.000490712935555321 -0.000719662437851086 -0.000589877898164773 -0.000385754413496035 -0.00084159725831605 -0.000724987657747019 -0.00107346677529762 -0.00109104934628376
"52" -0.000757445809439702 -0.000525035262571056 -0.000781362311748186 -0.000776096766488058 -0.000119164017785016 -0.000631700233551956 -0.00101461910883391 -8.77738844766108e-05 -0.000515455912492853 -0.00072471102576613 -0.00059446243733647 -0.000424642049698157 -0.000880434696122808 -0.000732830248981887 -0.00106876513135652 -0.00109682424273951
"53" -0.000755590777663815 -0.00043993871412222 -0.000699566756207927 -0.000722518922191719 -3.25856818237183e-05 -0.000583519254349591 -0.000996545136228237 -9.53632724836342e-05 -0.000544011810655413 -0.000728996489577691 -0.000599209505054569 -0.000467203000236346 -0.000919955446776322 -0.000742411560784951 -0.00106260409569559 -0.00110013857252647
"54" -0.000750159040516986 -0.000347429474491049 -0.000611616070101317 -0.000663501181016324 5.6067098140066e-05 -0.000530386602086359 -0.000973372767203992 -0.000102990900847907 -0.000575814921279824 -0.000732391171180489 -0.000603973385975589 -0.000512982692240568 -0.000959776491802931 -0.000753384425006663 -0.00105491726356657 -0.00110094844188384
