"V1" "V2" "V4" "V5" "V7" "V8" "V10" "V11" "V13" "V14" "V15" "V17" "V18" "V20" "V21" "V23"
"1" -0.000407479004074709 -0.000614051192612642 -0.000292449542410096 -0.000686728069742565 -0.000775356702922954 -0.000705949625610141 -0.000793032728646128 -0.000902970007202702 -0.000483099663301684 -0.00157747127316101 -0.000393352889013888 -0.00173959868401568 -0.00132032060790895 -0.000706833948327277 -0.000837556768517939 -0.000857568309419404
"2" -0.000404727777591858 -0.000608695413934319 -0.000286896397966831 -0.000676894681054972 -0.000769276377990545 -0.000697048935055201 -0.000787798024064581 -0.000890347602865641 -0.000485809130174849 -0.00156428311696299 -0.000384611591035523 -0.00173094082526538 -0.00130120610806534 -0.000686359980426989 -0.000825832874735403 -0.000851468352007123
"3" -0.000400963200321596 -0.0006029021436451 -0.000281243888450706 -0.000666729836819108 -0.000762945169519701 -0.000687735503185301 -0.000782775733066629 -0.00087698107470747 -0.00048791709258562 -0.00155068739554566 -0.000375760260589671 -0.00172236710572035 -0.00128129596167637 -0.000665606588485257 -0.000812695536568047 -0.000844707802965824
"4" -0.000396174922811635 -0.000596681233926968 -0.000275511022694519 -0.000656240179378527 -0.000756387946667723 -0.000678040740344425 -0.000777977569941993 -0.00086290246114782 -0.000489349520870703 -0.00153661163923274 -0.000366793294809496 -0.00171378911703683 -0.00126061610911676 -0.000644639928092334 -0.000798158351754295 -0.000837270637724315
"5" -0.000390355137715245 -0.000590044429347468 -0.000269708314357258 -0.000645420521998512 -0.000749625114937609 -0.000667993920633823 -0.000773405142671513 -0.000848135111648428 -0.000490011427619177 -0.00152198305914874 -0.000357707294158994 -0.00170511085316881 -0.00123918601198701 -0.000623527349085471 -0.00078224334320481 -0.000829143722817309
"6" -0.000383501373106484 -0.000582998705132726 -0.000263843033645767 -0.000634276574013468 -0.000742670237492209 -0.00065762423536014 -0.000769047746577305 -0.000832701422100502 -0.000489800218379665 -0.0015067142996294 -0.000348493812362762 -0.00169622352142375 -0.00121701359409519 -0.000602320322436121 -0.000764971173922747 -0.000820315845081418
"7" -0.000375618215275116 -0.000575559492584098 -0.000257925392069302 -0.00062279828582751 -0.000735539514916782 -0.000646957806574697 -0.000764893402149979 -0.00081662634842942 -0.000488598348250065 -0.00149072710961743 -0.000339141031105064 -0.0016870145214996 -0.0011941128878685 -0.000581068030176936 -0.000746369378062448 -0.000810769758423665
"8" -0.000366720755450325 -0.000567745309480485 -0.000251967750521298 -0.000610986742930606 -0.000728243836772887 -0.000636022443168284 -0.000760927672216146 -0.000799930434403532 -0.00048628834027395 -0.00147393871639835 -0.000329645179419276 -0.00167737047624291 -0.00117049274549203 -0.000559815595587044 -0.000726477929570517 -0.00080050062940235
"9" -0.00035683236912812 -0.00055956645596935 -0.000245974999432993 -0.000598838034646288 -0.000720797953500252 -0.000624845892202941 -0.000757123927352178 -0.000782641879752222 -0.000482731495642661 -0.00145627333897911 -0.000319993950643164 -0.00166718227241541 -0.00114616676809238 -0.000538605914072375 -0.000705337214367281 -0.000789500337934493
"10" -0.000345985571884422 -0.00055104863996188 -0.000239951914545802 -0.000586351994924291 -0.000713212270247951 -0.00061345681099515 -0.000753459368214017 -0.000764786975763874 -0.000477792777596931 -0.00143765589270407 -0.000310184856611674 -0.00165633875899058 -0.0011211462475717 -0.000517470364880193 -0.000683003189285754 -0.000777767793724388
